MSR_ID;MSR_NME;MSR_NMF
864.00000;1/5 block;1/5 bloc
865.00000;1/4 block;1/4 bloc
866.00000;1 individual container;1 contenant individuel
867.00000;1 serving;1 portion
868.00000;1 bottle (475ml);1 bouteille (475ml)
878.00000;1 unprepared portion;1 portion non preparée
897.00000;1 shell (7.6cm dia);1 coquille (7.6cm dia)
898.00000;1 shell (20cm dia);1 coquille (20cm dia)
899.00000;1 shell (25cm dia);1 coquille (25cm dia)
900.00000;1 shell (15.2cm dia);1 coquille (15.2cm dia)
917.00000;10-12 kernels;10-12 graines/noix
923.00000;45ml;45ml
931.00000;1 portion (pouch), unprepared;1 portion (sachet), non préparée
932.00000;80ml;80ml
933.00000;1 cutlet;1 escalope
934.00000;1 collar;1 collet
935.00000;1 lung;1 poumon
939.00000;250ml, dry;250ml, sec
941.00000;1 extra large egg;1 oeuf extra gros
942.00000;1 medium egg;1 oeuf moyen
943.00000;250ml, crushed;250ml, écrasé
944.00000;100ml crushed, diced or chunks;100ml écrasé, en dés ou morceaux
946.00000;10 crackers;10 craquelins
947.00000;175ml prepared;175ml préparé
949.00000;1 slice, small (5cm x 6.3cm x 4.4cm);1 tranche, petite (5cm x 6.3cm x 4.4cm)
950.00000;1 slice, medium (10cm x 6.3cm x 4.4cm);1 tranche, moyenne (10cm x 6.3cm x 4.4cm)
951.00000;1 slice, large (15cm x 6.3cm x 4.4cm);1 tranche, grosse (15cm x 6.3cm x 4.4cm)
952.00000;1 potato small (4.4cm-5.7cm dia);1 pomme de terre - petite (4.4cm-5.7cm dia)
953.00000;1 potato medium (5.7cm-8.3cm dia);1 pomme de terre - moyenne (5.7cm-8.3cm dia)
954.00000;1 potato large (7.6cm-10.8cm dia);1 pomme de terre - grosse (7.6cm-10.8cm dia)
955.00000;15ml drained;15ml drainé
957.00000;1 fruit + liquid;1 fruit + liquide
959.00000;1/2 fruit + liquid;1/2 fruit + liquide
960.00000;15 chestnuts;15 marrons
962.00000;5ml, ground;5ml, moulu
963.00000;15ml, ground;15ml, moulu
964.00000;5ml, leaves;5ml, feuilles
965.00000;15ml, leaves;15ml, feuilles
966.00000;1 pat (2.54cm x 2.54cm x 0.85cm);1 carré (2.54cm x 2.54cm x 0.85cm)
968.00000;125ml diced;125ml en dés
969.00000;125ml shredded;125ml filamenté
971.00000;125ml slices;125ml tranches
972.00000;125ml large curd;125ml gros caillé
973.00000;125ml small curd;125ml petit caillé
974.00000;125ml unpacked;125ml non pressé
975.00000;250ml crumbled;250ml émietté
976.00000;250ml diced;250ml en dés
977.00000;250ml shredded;250ml filamenté
978.00000;250ml melted;250ml fondu
979.00000;250ml slices;250ml tranches
981.00000;250ml large curd;250ml gros caillé
982.00000;250ml small curd;250ml petit caillé
983.00000;250ml unpacked;250ml non pressé
987.00000;175g;175g
988.00000;250ml, sifted;250ml, tamisé
989.00000;15ml, sifted;15ml, tamisé
990.00000;50g;50g
991.00000;250ml, chopped;250ml, haché
992.00000;1 jumbo egg;1 oeuf jumbo
994.00000;250ml, diced;250ml, en dés
995.00000;250ml, shredded;250ml, filamenté
996.00000;250ml, melted;250ml, fondu
997.00000;250ml, crumbled;250ml, émietté
998.00000;1 creamer;1 godelet
999.00000;250ml whipped;250ml fouetté
1000.00000;250ml fluid (yields 2 cups whipped);250ml liquide (donne 2 tasses fouettée)
1001.00000;5ml crumbled;5ml émietté
1002.00000;15ml crumbled;15ml émietté
1003.00000;250ml sprigs;250ml branches
1004.00000;100ml sprigs;100ml branches
1005.00000;1 dash;1 pincée
1007.00000;125ml halves;125ml moitiés
1009.00000;3 halves with liquid;3 moitiés avec liquide
1010.00000;250ml halves;250ml moitiés
1011.00000;125ml whole;125ml entier
1012.00000;250ml whole;250ml entier
1013.00000;125ml puree;125ml purée
1014.00000;250ml puree;250ml purée
1015.00000;125ml cubes;125ml cubes
1016.00000;250ml cubes;250ml cubes
1017.00000;125ml frozen;125ml congelé
1018.00000;250ml frozen;250ml congelé
1019.00000;100ml frozen;100ml congelé
1020.00000;125ml thawed;125ml dégelé
1021.00000;250ml thawed;250ml dégelé
1022.00000;100ml thawed;100ml dégelé
1023.00000;1 large fruit (11.5cm long);1 gros fruit (11.5cm long)
1024.00000;1 medium fruit (9cm long);1 fruit moyen  (9cm long)
1025.00000;1 small fruit (7.5cm long);1 petit fruit (7.5cm long)
1026.00000;125ml pitted;125ml dénoyauté
1027.00000;250ml not pitted;250ml avec noyau
1028.00000;250ml pitted;250ml dénoyauté
1029.00000;125ml not pitted;125ml avec noyau
1030.00000;20 fruits;20 fruits
1031.00000;125ml chopped;125ml haché
1032.00000;250ml chopped;250ml haché
1033.00000;1 slice (1.3cm thick);1 tranche (1.3cm épaisseur)
1034.00000;5 fruits + liquid;5 fruits + liquide
1035.00000;2 figs;2 figues
1036.00000;10 figs;10 figues
1037.00000;125ml sections;125ml sections
1038.00000;250ml sections;250ml sections
1040.00000;40 fruits;40 fruits
1041.00000;15 fruits;15 fruits
1042.00000;5 fruits;5 fruits
1043.00000;1 wedge or slice of medium fruit;1 quartier ou tranche d'un fruit moyen
1046.00000;1 small fruit;1 petit fruit
1047.00000;1 melon;1 melon
1048.00000;10 melon balls;10 boules de melon
1049.00000;100ml balls;100ml boules
1050.00000;125ml balls;125ml boules
1051.00000;250ml balls;250ml boules
1052.00000;1 melon (13.3cm dia);1 melon (13.3cm dia)
1053.00000;1 melon (15.2cm - 17.8cm dia);1 melon (15.2cm - 17.8cm dia)
1054.00000;1 wedge (1/8 of a 13.3cm dia melon);1 quartier (1/8 d'un melon de 13.3cm dia)
1055.00000;1 wedge (1/8 of a 15.2cm to 17.8cm dia melon);1 quartier (1/8 d'un melon de 15.2cm à 17.8cm dia)
1056.00000;1 medium fruit (6cm dia);1 fruit moyen (6cm dia)
1057.00000;1 small fruit (5.7cm dia);1 petit fruit (5.7cm dia)
1058.00000;1 large fruit (6.4cm dia);1 gros fruit (6.4cm dia)
1059.00000;125ml mashed;125ml en purée
1060.00000;250ml mashed;250ml en purée
1061.00000;1 large (14.6cm long x 8.3cm dia);1 gros (14.6cm long x 8.3cm dia)
1062.00000;1 medium (13cm long x 7.6cm dia);1 moyen (13cm long x 7.6cm dia)
1063.00000;1 small (11.4cm long x 7cm dia);1 petit (11.4cm long x 7cm dia)
1064.00000;100ml halves or slices;100ml moitiés ou tranches
1065.00000;125ml halves or slices;125ml moitiés ou tranches
1066.00000;250ml halves or slices;250ml moitiés ou tranches
1067.00000;1 half with liquid;1 moitié avec liquide
1068.00000;2 halves;2 moitiés
1070.00000;75ml halves;75ml moitiés
1071.00000;100ml chunks;100ml gros morceaux
1072.00000;125ml chunks;125ml gros morceaux
1073.00000;250ml chunks;250ml gros morceaux
1076.00000;125ml pulp;125ml pulpe
1077.00000;250ml pulp;250ml pulpe
1078.00000;1 fruit (17.8cm x 13.3cm dia);1 fruit (17.8cm x 13.3cm dia)
1079.00000;1 melon (38cm x 19cm dia);1 melon (38cm x 19cm dia)
1080.00000;1 piece (1/16 of melon);1 morceau (1/16 de melon)
1081.00000;1 medium fruit (7cm dia);1 fruit moyen (7cm dia)
1082.00000;1 large fruit (8..3cm dia);1 gros fruit (8.3cm dia)
1083.00000;1 small fruit (6.4cm dia);1 petit fruit (6.4cm dia)
1084.00000;1 extra small (less than 15cm long);1 très petit (moins de 15 cm long)
1085.00000;1 small (15cm to 17.5cm long);1 petit (15cm à 17.5cm long)
1086.00000;1 medium (18cm to 20cm long);1 moyen (18cm à 20cm long)
1087.00000;1 large (20cm to 22.5cm long);1 gros (20cm à 22.5cm long)
1088.00000;1 extra large (23cm or longer);1 très gros (23cm ou plus)
1089.00000;50 berries;50 baies
1090.00000;100ml pitted, chopped;100ml dénoyauté, haché
1091.00000;125ml pitted, chopped;125ml dénoyauté, haché
1092.00000;250ml pitted, chopped;250ml dénoyauté, haché
1095.00000;1 small fruit (3.8cm dia);1 petit fruit (3.8cm dia)
1096.00000;1/2 fruit (approx 11.5cm dia);1/2 fruit (approx 11.5cm dia)
1097.00000;1/2 fruit (approx 10cm dia);1/2 fruit (approx 10cm dia)
1098.00000;1/2 fruit (approx 9cm dia);1/2 fruit (approx 9cm dia)
1099.00000;100ml seedless;100ml sans pépins
1100.00000;125ml seedless;125ml sans pépins
1101.00000;250ml seedless;250ml sans pépins
1107.00000;1 large melon (16.5cm dia);1 gros melon  (16.5cm dia)
1108.00000;1 large wedge (1/8 large melon);1 gros quartier (1/8 gros melon)
1109.00000;1 medium melon (12.7cm dia);1 melon moyen (12.7cm dia)
1110.00000;1 medium wedge (1/8 medium melon);1 quartier moyen (1/8 melon moyen)
1111.00000;1 small melon (10.8cm dia);1 petit melon (10.8cm dia)
1112.00000;1 small wedge (1/8 small melon);1 petit quartier (1/8 petit melon)
1113.00000;1 large (7.8cm dia);1 gros (7.8cm dia)
1114.00000;1 medium (6.7cm dia);1 moyen (6.7cm dia)
1115.00000;1 small (6cm dia);1 petit (cm dia)
1116.00000;1 large (7cm dia);1 gros (7cm dia)
1117.00000;1 medium (6.4cm dia);1 moyen (6.4cm dia)
1118.00000;1 small (5cm dia);1 petit (5cm dia)
1119.00000;125ml drained;125ml égoutté
1120.00000;250ml drained;250ml égoutté
1121.00000;9 fruits;9 fruits
1122.00000;100ml chopped or diced;100ml haché ou en dés
1123.00000;125ml chopped or diced;125ml haché ou en dés
1124.00000;250ml chopped or diced;250ml haché ou en dés
1125.00000;1 small (2.5cm dia);1 petit (2.5cm dia)
1126.00000;1 medium (3.2cm dia);1 moyen (3.2cm dia)
1127.00000;1 large (3.5cm dia);1 gros (3.5cm dia)
1128.00000;1 extra large (4.1cm dia);1 très gros (4.1cm dia)
1129.00000;125ml packed;125ml pressé
1130.00000;250ml packed;250ml pressé
1131.00000;1 miniature box;1 boîte miniature
1132.00000;50 raisins;50 raisins
1133.00000;75ml pitted;75ml dénoyauté
1135.00000;125ml crushed, diced or chunks;125ml écrasé, en dés ou morceaux
1136.00000;250ml crushed, diced or chunks;250ml écrasé, en dés ou morceaux
1137.00000;1 slice (7.6cm dia) + liquid;1 tranche (7.6cm dia) + liquide
1138.00000;1 thin slice (1.3cm x 9cm dia);1 tranche mince (1.3cm x 9cm dia)
1140.00000;1 spear tip (5cm long and less);1 pointe (5 cm long. et moins)
1141.00000;1 small spear (12.7cm long or less);1 petite tige (12.7cm long. ou moins)
1142.00000;1 medium spear (13.3cm to 17.8cm long);1 tige moyenne (13.3cm à 17.8cm long)
1143.00000;1 large spear (18.4cm to 21.6cm long);1 grosse tige (18.4cm à 21.6cm long)
1144.00000;1 extra large spear (22.2cm to 25.4cm long);1 très grosse tige (22.2cm à 25.4cm long)
1145.00000;125ml pieces;125ml morceaux
1146.00000;250ml pieces;250ml morceaux
1152.00000;1 small (10.2cm dia);1 petit (10.2cm dia)
1153.00000;1 medium (12.7cm dia);1 moyen (12.7cm dia)
1154.00000;1 large (14cm dia);1 gros (14cm dia)
1161.00000;9 sprigs;9 branches
1166.00000;1 eggplant unpeeled;1 aubergine non pelée
1173.00000;125ml shredded or chopped;125ml filamenté ou haché
1174.00000;250ml shredded or chopped;250ml filamenté ou haché
1175.00000;100ml shredded or chopped;100ml filamenté ou haché
1176.00000;1 head (12.7cm dia);1 tête (12.7cm dia)
1177.00000;1 small leaf;1 petite feuille
1178.00000;1 large leaf;1 grosse feuille
1179.00000;1 root (24cm long);1 racine (24cm long)
1186.00000;1 medium (10.5cm long);1 moyen (10.5cm long)
1187.00000;1 small (7.6cm long);1 petit (7.6cm long)
1189.00000;1 skin;1 pelure
1191.00000;1 squash;1 courge
1194.00000;100ml undrained;100ml non drainé
1195.00000;125ml undrained;125ml non drainé
1196.00000;250ml undrained;250ml non drainé
1197.00000;10 sheets;10 feuilles
1200.00000;1 leaf (31cm long);1 feuille (31cm long)
1209.00000;1 radish (17cm long);1 radis (17cm long)
1212.00000;1 pancake;1 crêpe
1214.00000;125ml hearts;125ml coeurs
1215.00000;250ml hearts;250ml coeurs
1216.00000;1 large gherkin (7.6cm long);1 gros cornichon (7.6cm long)
1217.00000;1 medium gherkin (7cm lon);1 moyen cornichon (7cm lon)
1218.00000;1 small gherkin (6.4cm lon);1 petit cornichon (6.4cm lon)
1219.00000;1 large (10cm long);1 gros (10cm long)
1220.00000;1 medium (9.5cm long);1 moyen  (9.5cm long)
1222.00000;1 large (9.5cm long, 7.6cm dia);1 gros (9.5cm long, 7.6cm dia)
1228.00000;1 large head (15cm to 18cm dia);1 grosse tête (15cm à 18cm dia)
1229.00000;1 medium head (13cm to 15cm dia);1 tête moyenne  (13cm à 15cm dia)
1230.00000;1 small head  (10cm dia);1 petite tête  (10cm dia)
1231.00000;1 cucumber (21cm long);1 concombre (21cm long)
1232.00000;1 spear (about 13cm long);1 pointe (environ 13cm long)
1234.00000;10 beans;10 fèves
1235.00000;1 beet;1 betterave
1237.00000;1 large stalk (28cm to 31cm long);1 grosse tige (28cm à 31cm long)
1238.00000;1 medium stalk (19cm to 20cm long);1 tige moyenne (19cm à 20cm long)
1239.00000;1 small stalk (13cm long);1 petite tige (13cm long)
1241.00000;125ml grated;125ml râpé
1242.00000;250ml grated;250ml râpé
1243.00000;1 large (18.4cm to 21.6cm long);1 gros (18.4cm à 21.6cm long)
1244.00000;1 small (14cm long);1 petit (14cm long)
1245.00000;1 large strip (7.6cm long);1 gros bâtonnet  (7.6cm long)
1246.00000;1 medium strip;1 moyen bâtonnet
1247.00000;1 thin strip;1 bâtonnet mince
1248.00000;1 carrot;1 carotte
1250.00000;100ml strips;100ml bâtonnets
1251.00000;125ml strips;125ml bâtonnets
1252.00000;250ml strips;250ml bâtonnets
1253.00000;1 strip (10cm long);1 bâtonnet (10cm long)
1255.00000;yield from 1 large ear (20cm to 23cm long);rendement d'un gros épi (20cm à 23cm long)
1256.00000;yield from 1 medium ear (17cm to 19cm long);rendement d'un épi moyen (17cm à 19cm long)
1257.00000;yield from 1 small ear (14cm to 16.5cm long);rendement d'un petit épi (14cm à 16.5cm long)
1261.00000;1 large head;1 grosse tête
1262.00000;1 medium head (15cm dia);1 moyenne tête (15cm dia)
1263.00000;1 small head;1 petite tête
1266.00000;1 large slice;1 grosse tranche
1267.00000;1 thin slice;1 tranche mince
1268.00000;10 large rings (7.6cm to 10cm dia);10 grosses rondelles (7.6cm à 10cm dia)
1269.00000;10 medium rings (5cm to 7.6cm dia);10 rondelles moyennes (5cm à 7.6cm dia)
1270.00000;10 small rings (2.5cm to 5cm dia);10 petites rondelles (2.5cm à 5cm dia)
1272.00000;1 parsnip (23cm long);1 panais (23cm long)
1274.00000;1 large (7.6cm to 10.8cm dia);1 gros (7.6cm à 10.8cm dia)
1275.00000;1 medium (5.7cm to 8.3cm dia);1 moyen (5.7cm à 8.3cm dia)
1276.00000;1 small (4.4cm to 6.4cm dia);1 petit (4.4cm à 6.4cm dia)
1279.00000;100ml unprepared;100ml non préparé
1280.00000;125ml unprepared;125ml non préparé
1281.00000;250ml unprepared;250ml non préparé
1282.00000;1 oval patty (7.6cm x 3.8cm x 1.3cm);1 galette ovale (7.6cm x 3.8cm x 1.3cm)
1283.00000;1 large (2.5cm to 3.2cm dia);1 gros  (2.5cm à 3.2cm dia)
1284.00000;1 medium (1.9cm to 2.5cm dia);1 moyen  (1.9cm à 2.5cm dia)
1286.00000;1 squash (10cm dia);1 courge (10cm dia)
1290.00000;100ml chopped or sliced;100ml haché ou tranché
1291.00000;125ml chopped or sliced;125ml haché ou tranché
1292.00000;250ml chopped or sliced;250ml haché ou tranché
1293.00000;100ml cherry totatoes;100ml tomates cerises
1294.00000;125ml cherry tomatoes;125ml tomates cerises
1295.00000;250ml cherry tomatoes;250ml tomates cerises
1296.00000;1 italian tomato;1 tomate italienne
1297.00000;1 plum tomato;1 tomate oblongue
1298.00000;1 large whole (7.6cm dia);1 gros entier (7.6cm dia)
1299.00000;1 medium whole (6.6cm dia);1 moyen entier (6.6cm dia)
1300.00000;1 small whole (6cm dia);1 petit entier (6cm dia)
1301.00000;1 wedge (1/4 of medium tomato);1 quartier (1/4 de tomate moyenne)
1302.00000;1 medium (7cm long, 6.4cm dia);1 moyen  (7cm long, 6.4cm dia)
1303.00000;1 ring (7.6cm dia, 0.6cm thick);1 anneau  (7.6cm dia, 0.6cm épaisseur)
1307.00000;60ml hulled;60ml écalé
1308.00000;125ml hulled;125ml écalé
1309.00000;60ml ground;60ml broyé
1310.00000;125ml ground;125ml broyé
1311.00000;60ml slices;60ml tranches
1312.00000;60ml whole;60ml entier
1313.00000;100ml slivered;100ml effilé
1314.00000;60ml slivered;60ml effilé
1315.00000;125ml slivered;125ml effilé
1316.00000;1 almond;1 amande
1317.00000;30ml packed;30ml pressé
1318.00000;60ml packed;60ml pressé
1319.00000;100ml whole or halves;100ml entiers ou moitiés
1320.00000;60ml whole or halves;60ml entiers ou moitiés
1321.00000;125ml whole or halves;125ml entiers ou moitiés
1322.00000;125ml shredded, not packed;125ml filamenté, non pressé
1323.00000;125ml shredded, packed;125ml filamenté, pressé
1324.00000;60ml chopped;60ml haché
1325.00000;60ml halves;60ml moitiés
1326.00000;60ml pieces;60ml morceaux
1328.00000;100ml halves or whole;100ml moitiés ou entier
1329.00000;60ml halves or whole;60ml moitiés ou entier
1330.00000;125ml halves or whole;125ml moitiés ou entier
1331.00000;2 pancakes;2 crêpes
1332.00000;1 tostada;1 tostada
1333.00000;125ml regular;125ml régulière
1334.00000;250ml regular;250ml régulière
1335.00000;100ml regular;100ml régulière
1336.00000;100ml ripple, ruffle or crinkle cut;100ml coupe ripple, ruffle ou crinkle
1337.00000;125ml ripple, ruffle or crinkle cut;125ml coupe ripple, ruffle ou crinkle
1338.00000;250ml ripple, ruffle or crinkle cut;250ml coupe ripple, ruffle ou crinkle
1339.00000;250ml dry;250ml sec
1340.00000;250ml unsifted;250ml non tamisé
1341.00000;250ml elbows;250ml coudes
1343.00000;250ml spirals;250ml spirales
1344.00000;125ml elbows;125ml coudes
1345.00000;125ml spirals;125ml spirales
1348.00000;20ml;20ml
1349.00000;20ml to 30ml;20ml à 30ml
1350.00000;30ml to 40ml;30ml à 40ml
1352.00000;10ml;10ml
1353.00000;500ml;500ml
1354.00000;1 bottle (330ml);1 bouteille (330ml)
1355.00000;1 bottle (750ml);1 bouteille (750ml)
1356.00000;40ml;40ml
1357.00000;1 mini bagel (6.4cm dia);1 mini bagel (6.4cm dia)
1358.00000;1 small bagel (7.6cm dia);1 petit bagel (7.6cm dia)
1359.00000;1 medium bagel (9-10cm dia);1 moyen bagel (9-10cm dia)
1360.00000;1 large bagel (11.4cm dia);1 gros bagel (11.4cm dia)
1362.00000;1 small biscuit (3.8cm dia);1 petit biscuit (3.8cm dia)
1363.00000;1 medium biscuit (6.4cm dia);1 biscuit moyen (6.4 cm dia)
1364.00000;1 large biscuit (10.1cm dia);1 gros biscuit (10.1cm dia)
1366.00000;100ml purchased;100ml acheté
1367.00000;250ml purchased;250ml acheté
1368.00000;100ml homemade;100ml  recette maison
1369.00000;250ml homemade;250ml recette maison
1370.00000;1/2 medium bagel;1/2 moyen bagel
1373.00000;250ml crumbs;250ml miettes
1374.00000;1/8 cake;1/8 gâteau
1375.00000;1/8 cake (20cm x 20cm);1/8 gâteau (20cm x 20cm)
1376.00000;1/10 cake (20cm x 20cm);1/10 gâteau (20cm x 20cm)
1377.00000;1/10 cake (20cm  x 15cm);1/10 gâteau (20cm  x 15cm)
1378.00000;1/10 cake (454g);1/10 gâteau (454g)
1379.00000;1/8 cake (454g);1/8 gâteau (454g)
1380.00000;1/10 cake (25.4cm dia tube);1/10 gâteau (25.4cm dia tube)
1381.00000;1/8 cake (25.4cm dia tube);1/8 gâteau (25.4cm dia tube)
1382.00000;1/8 cake (5cm x20cm dia);1/8 gâteau (5cm x20cm dia)
1383.00000;1/8 cake (482g);1/8 gâteau  (482g)
1384.00000;1 mini doughnut (3.81cm) or doughnut hole;1 mini beigne (3.81cm) ou trou de beigne
1385.00000;250ml poured;250ml versé
1386.00000;10 peanuts;10 arachides
1388.00000;3 patties (5.7cm dia);3 boulettes (5.7cm dia)
1389.00000;250ml stirred;250ml mélangé
1393.00000;240ml;240ml
1394.00000;1 cube;1 cube
1399.00000;125ml giblets;125ml abats
1400.00000;250ml giblets;250ml abats
1401.00000;1 social tea cookie;1 biscuit social thé
1402.00000;1 arrowroot cookie;1 biscuit arrowroot
1403.00000;1 animal cracker;1 craquelin en forme d'animaux
1405.00000;1 bite size cookie;1 mini biscuit (petite bouchée)
1406.00000;250ml crushed;250ml écrasé
1407.00000;1 cracker (2.54cm dia);1 craquelin (2.54cm dia)
1408.00000;1 goldfish;1 goldfish (p'tits poissons)
1410.00000;1 cracker (11.4 x 6.4 x .13);1 craquelin (11.4 x 6.4 x .13)
1411.00000;1 mini cream puff;1 mini chou
1413.00000;1 mini;1 mini
1414.00000;1 pastry  (17.8cm dia);1 pâtisserie (17.8cm dia)
1415.00000;1 waffle cone;1 cornet gaufré
1417.00000;1 extra large;1 très gros
1418.00000;1 tart shell;1 croûte à tartelette
1420.00000;1 shell (16.5cm dia);1 coquille (16.5cm dia)
1424.00000;1 piece (9.5cm x 4.4cm x .13cm dia);1 morceau  (9.5cm x 4.4cm x .13cm dia)
1425.00000;15 slices;15 tranches
1426.00000;1 shell (30.5cm dia);1 coquille (30.5cm dia)
1427.00000;125ml chips;125ml brisures
1428.00000;250ml chips;250ml brisures
1429.00000;1 slice (.2cm x 3.5cm dia);1 tranche (.2cm x 3.5cm dia)
1430.00000;10 small beans;10 petit bonbons
1431.00000;1 slice (.3cm x 6cm dia);1 tranche (.3cm x 6cm dia)
1433.00000;1 slice (.3cm x 9.5cm dia);1 tranche  (.3cm x 9.5cm dia)
1434.00000;1 slice (.6cm x 5cm dia);1 tranche (.6cm x 5cm dia)
1435.00000;1 slice (.6cm x 6.5cm dia);1 tranche  (.6cm x 6.5cm dia)
1436.00000;1 slice (.6cm x 8cm dia);1 tranche (.6cm x 8cm dia)
1438.00000;125ml sifted;125ml tamisé
1440.00000;125ml unsifted;125ml non tamisé
1443.00000;1 bar (62.5g);1 barre (62.5g)
1444.00000;10 gummy worms;10 vers en gélatine
1445.00000;10 gummy fish;10 poissons en gélatine
1446.00000;10 gummy bears;10 oursons en gélatine
1447.00000;10 gummy dinosaurs;10 dinosaures en gélatine
1451.00000;1 fruit (5.4cm dai);1 fruit (5.4cm dia)
1453.00000;1small biscuit (6.4cm dia);1 petit biscuit (6.4cm dia)
1454.00000;30g;30g
1455.00000;100g;100g
1456.00000;40g;40g
1457.00000;140g;140g
1458.00000;6 halves;6 moitiés
1459.00000;1/2 fruit;1/2 fruit
1460.00000;1/4 fruit;1/4 fruit
1461.00000;55g;55g
1462.00000;2 fruits;2 fruits
1463.00000;1 medium fruit (5.7cm dia);1 fruit moyen (5.7cm dia)
1464.00000;2 medium fruit;2 fruits moyens
1465.00000;1/8 fruit;1/8 fruits
1466.00000;150g;150g
1467.00000;15g;15g
1468.00000;60ml unpacked;60ml non pressé
1469.00000;1/2 fruit (6.4cm);1/2 fruit (6.4cm)
1470.00000;85g;85g
1471.00000;65g;65g
1472.00000;6 spears;6 tiges et fleurs
1473.00000;6 medium spears (13.3cm to 17.8cm long);6 tiges moyennes (13.3cm à 17.8cm long)s
1474.00000;4 sprouts;4 choux
1475.00000;1 leaf, large;1 feuille, grosse
1476.00000;1 leaf, medium;1 feuille, moyenne
1477.00000;1 head, large (18cm dia);1 tête, grosse (18cm dia)
1478.00000;1 head, medium (14.5cm  dia);1 tête, moyenne (14.5cm dia)
1479.00000;1 head, small (10.5cm dia);1 tête, petite (10.5cm dia)
1480.00000;8 medium;8 moyens
1481.00000;4g;4g
1482.00000;110g;110g
1483.00000;200ml pieces;200ml morceaux
1484.00000;0.5g;0.5g
1485.00000;2 hearts;2 coeurs
1486.00000;1/2 root (24cm long);1/2 racine (24cm long)
1487.00000;1/2 large;1/2 gros
1488.00000;10 mushrooms;10 champignons
1489.00000;125g;125g
1490.00000;10 pods;10 cosses
1491.00000;4 peppers;4 piments
1492.00000;2 peppers;2 piments
1493.00000;8 peppers;8 piments
1494.00000;20g;20g
1495.00000;2 pancakes (7cm dia);2 crêpes (7cm dia)
1496.00000;75g;75g
1497.00000;70g;70g
1498.00000;160g;160g
1499.00000;20 strips;20 frites
1500.00000;3 radishes (17cm long);3 radis (17cm long)
1501.00000;1/2 medium;1/2 moyen
1503.00000;3 sticks (19.4cm x 1.6cm dia);3 batonnets (19.4cm x 1.6cm dia)
1505.00000;1/2 slice (11.1cm x 6.3cm x 1.3cm);1/2 tranche (11.1cm x 6.3cm x 1.3cm)
1507.00000;1/2 slice;1/2 tranche
1508.00000;1/2 shell (12.7cm dia);1/2 coquille (12.7cm dia)
1509.00000;1/2 pita (16.5cm dia);1/2 pita (16.5cm dia)
1510.00000;80g;80g
1515.00000;1/10 cake (340g);1/10 gâteau (340g)
1517.00000;10 cookies;10 biscuits
1518.00000;1/2 cookie (7.0cm x 2.2cm);1/2 biscuit (7.0cm x 2.2cm)
1521.00000;2 medium cookies (5cm dia);2 biscuits moyens (5cm dia)
1522.00000;2 medium cookies (5.7cm dia);2 biscuits moyens (5.7cm dia)
1525.00000;2 medium cookies;2 biscuits moyens
1526.00000;3 medium cookies;3 biscuits moyens
1527.00000;3 medium cookies (6cm x 6cm);3 biscuits moyens (6cm x 6cm)
1528.00000;2 medium cookies (1.9cm x 4.4cm);2 biscuits moyens (1.9cm x 4.4cm)
1529.00000;2 medium cookies (1cm x 8cm);2 biscuits moyens (1cm x 8cm)
1530.00000;2 medium cookies (7cm dia);2 biscuits moyens (7cm dia)
1531.00000;3 small cookies (4cm x 4cm);3 petits biscuits (4cm x 4cm)
1532.00000;3 medium wafers;3 gaufrette moyennes
1533.00000;2 medium cookies (8cm x 3cm x 1cm);2 biscuits moyens (8cm x 3cm x 1cm)
1534.00000;4 medium wafers;4 gaufrettes moyennes
1535.00000;15 small crackers;15 petits craquelins
1536.00000;3 medium crackers;3 craquelins moyens
1537.00000;5 medium crackers;5 craquelins moyens
1538.00000;4 toasts;4 biscottes
1539.00000;2 medium crackers;2 craquelins moyens
1540.00000;4 medium crackers;4 craquelins moyens
1541.00000;6 crackers;6 craquelins
1542.00000;4 sandwiches;4 sandwichs
1543.00000;10 thin squares;10 carrés minces
1544.00000;6 squares;6 carrés
1545.00000;7g;7g
1546.00000;1/2 muffin;1/2 muffin
1547.00000;0.6g;0.6g
1550.00000;1/2 muffin (5cm x 7cm);1/2 muffin (5cm x 7cm)
1552.00000;1/6 crust (20cm dia);1/6 croute (20cm dia)
1555.00000;1/2 roll;1/2 pain mollet
1556.00000;1/2 sweet roll (7cm x 7cm);1/2 brioche (7cm x 7cm)
1557.00000;2 shells (12.7cm dia);2 coquilles (12.7cm dia)
1558.00000;1/2 pastry;1/2 pâtisserie
1559.00000;1 foot;1 pied
1560.00000;100ml shaved;100ml tranché très mince
1561.00000;250ml shaved;250ml tranché très mince
1562.00000;1 half;1 moitié
1563.00000;1 date pitted;1 datte dénoyautée
1564.00000;1 slice cooked;1 tranche cuite
1565.00000;1 slice raw;1 tranche crue
1567.00000;15 pieces;15 morceaux
1568.00000;27 pieces;27 morceaux
1569.00000;17 pieces;17 morceaux
1570.00000;16 pieces;16 morceaux
1571.00000;18 pieces;18 morceaux
1572.00000;no serving specified;portion non spécifiée
1573.00000;10g;10g
1574.00000;25g;25g
1576.00000;2g;2g
1578.00000;1g;1g
1579.00000;60g;60g
1580.00000;1 food guide serving = 90g;1 portion guide alimentaire = 90g
1581.00000;1 food guide serving = 75g;1 portion guide alimentaire = 75g
1583.00000;54g;54g
1585.00000;4 small;4 petits
1586.00000;355ml;355ml
1587.00000;130ml;130ml
1589.00000;90ml;90ml
